Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Approx_Price,Product_Description,Image_URL,Power_HP,Wattage_W,Head_m,Flow_Rate_LPM,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmm05-14-centrifugal-monoblock-pump-mhpocg0x50.html,,Standard,SKUMHPOCG0X50,7440.00,5195.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/m/cmb_main.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmv20de-w-centrifugal-monoblock-pump-mhpvcg2x00.html,,Standard,SKUMHPVCG2X00,22420.00,15667.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 220 V - 420 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_22.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmv20-w-centrifugal-monoblock-pump-mhpvcq2x00.html,,Standard,SKUMHPVCQ2X00,21980.00,15361.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 170 V - 270 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_19.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmr15d-w-centrifugal-monoblock-pump-mhptcu1x50.html,,Standard,SKUMHPTCU1X50,17010.00,11891.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 420 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_13.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmr15-w-centrifugal-monoblock-pump-mhptca1x50.html,,Standard,SKUMHPTCA1X50,16830.00,11755.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 170 V - 270 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_12.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmq15-w-centrifugal-monoblock-pump-mhpsca1x50.html,,Standard,SKUMHPSCA1X50,16830.00,11755.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 170 V - 270 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_11.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmv10-centrifugal-monoblock-pump-mhpvca1x00.html,,Standard,SKUMHPVCA1X00,16100.00,11249.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_9.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmq10l-centrifugal-monoblock-pump-mhpscr1x00.html,,Standard,SKUMHPSCR1X00,13780.00,9626.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 100 V - 200 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_8.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmq10d-centrifugal-monoblock-pump-mhpscy1x00.html,,Standard,SKUMHPSCY1X00,13780.00,9626.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 420 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_7.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmq10e-centrifugal-monoblock-pump-mhpsck1x00.html,,Standard,SKUMHPSCK1X00,13780.00,9626.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_6.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmq05e-centrifugal-monoblock-pump-mhpsck0x50.html,,Standard,SKUMHPSCK0X50,9560.00,6648.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 130 V - 240 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main_4.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmm05-18ci-centrifugal-monoblock-pump-mhpocq0x50.html,,Standard,SKUMHPOCQ0X50,8840.00,6177.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: 1. In built thermal over load protector and class F motor insulation 2. Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/e/centrifugal_monoblock_pump_main.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmv15l-centrifugal-monoblock-pump-mhpvca1x50.html,,Standard,SKUMHPVCA1X50,19440.00,13144.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 100 V - 200 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPVCA1X50.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmp05-centrifugal-monoblock-pump-mhpqcb0x50.html,,Standard,SKUMHPQCB0X50,8970.00,5888.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPQCB0X50.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmp05e-centrifugal-monoblock-pump-mhpqck0x50.html,,Standard,SKUMHPQCK0X50,9100.00,5981.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPQCK0X50.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmm05-centrifugal-monoblock-pump-mhpocj0x50.html,,Standard,SKUMHPOCJ0X50,7470.00,5232.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPOCJ0X50.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmv15-centrifugal-monoblock-pump-mhpvcs1x50.html,,Standard,SKUMHPVCS1X50,18150.00,13014.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPVCS1X50.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmq10-centrifugal-monoblock-pump-mhpscb1x00.html,,Standard,SKUMHPSCB1X00,13600.00,9525.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPSCB1X00.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cmm10-centrifugal-monoblock-pump-mhpocb1x00.html,,Standard,SKUMHPOCB1X00,12970.00,8775.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPOCB1X00.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,centrifugal,https://havells.com/home-electricals/pumps/centrifugal-pump/cm05-centrifugal-monoblock-pump-mhpoce0x50.html,,Standard,SKUMHPOCE0X50,9400.00,6356.00,N/A,N/A,"Key Features Application: Ideal for irrigations, gardening, sprinklers, construction site, domestic and community water supply Features: In built thermal over load protector and class F motor insulation, Dynamically balanced rotor for better efficiency and performance Operating Voltage Range: 180 V - 250 V Warranty: 1 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/pump/MHPOCE0X50.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/d10-al-self-priming-mini-monoblock-pump-mhpbdk1x00.html,,Standard,SKUMHPBDK1X00,18225.00,12205.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 1 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/d/1/d10_al_main.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/d1-al-self-priming-mini-monoblock-pump-mhpbde1x00.html,,Standard,SKUMHPBDE1X00,17855.00,11948.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 18 months,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/d/1/d1_al.jpg,N/A,N/A,18,N/A,Warranty: 18 months,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/dariya10-al-self-priming-monoblock-pump-mhpaab1x00.html,,Standard,SKUMHPAAB1X00,9720.00,6510.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 18 months,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/d/a/dariya_al_main_1.jpg,N/A,N/A,18,N/A,Warranty: 18 months,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/dariya05-al-self-priming-monoblock-pump-mhpaab0x50.html,,Standard,SKUMHPAAB0X50,7210.00,4825.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 18 months,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/d/a/dariya_al_main.jpg,N/A,N/A,18,N/A,Warranty: 18 months,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/dariya15-self-priming-monoblock-pump-mhpaaj1x50.html,,Standard,SKUMHPAAJ1X50,16170.00,10804.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Operating Voltage Range: 180 V - 250 V Warranty: 1 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/d/a/dariya1.5_main_1.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/spring1-self-priming-mini-monoblock-pump-mhpasr1x00.html,,Standard,SKUMHPASR1X00,11300.00,7567.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/s/p/spring_main.jpg,N/A,N/A,N/A,N/A,Warranty: 2 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/supremo20-self-priming-mini-monoblock-pump-mhpasj2x00.html,,Standard,SKUMHPASJ2X00,20890.00,13974.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/s/u/supermo_main.jpg,N/A,N/A,N/A,N/A,Warranty: 2 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/grand2-self-priming-mini-monoblock-pump-mhpaem0x50.html,,Standard,SKUMHPAEM0X50,7380.00,4935.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 18 months,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/r/grand_series_pump_main.jpg,N/A,N/A,18,N/A,Warranty: 18 months,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/grand1-self-priming-mini-monoblock-pump-mhpaem1x00.html,,Standard,SKUMHPAEM1X00,8150.00,5372.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraulics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 18 months,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/r/grand_series_pump_main_1.jpg,N/A,N/A,18,N/A,Warranty: 18 months,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
Havells,Pumps,monoblock,https://havells.com/home-electricals/pumps/monoblock-pump/zinnia1-plus-al-self-priming-mini-monoblock-pump-mhpaek1x00.html,,Standard,SKUMHPAEK1X00,5735.00,3767.00,N/A,N/A,Key Features Application: Ideal for domestic household purpose for clear cold water Features: 1. CED coated cast iron hydraullics part for corrosion free performance 2. In built thermal over load protector and class F motor insulation Warranty: 1 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/z/e/zennia_1_plus_al_main.jpg,N/A,N/A,N/A,N/A,Warranty: 1 Year,N/A,"ce, Ce, CE, isi, ul, ISI",onsWashing,India,N/A
